Comune;Provincia;Regione;Intervento;Lotto;Norma di riferimento;Tipo di dissesto;Posizione;Denominazione;Localit�;Ente attuatore;Comune primario;Importo finanziato;Nota importo finanziato;Importo lotto;Fase di attuazione;;;;;;;;;;;;;;;;
SAN GIORGIO DI NOGARO;UDINE;Friuli-Venezia Giulia;UD002A/10;1;AP 2010-11;Alluvione;Georiferito;Consolidamento argini in sponda sinistra idrografica fiume Corno e sponda destra idrografica fiume Ausa;fiumi Corno e Ausa;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;TORVISCOSA;900000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
SAURIS;UDINE;Friuli-Venezia Giulia;UD013A/10;1;AP 2010-11;Frana;Centroide;Opere a protezione dell'abitato di  Sauris di sotto dal rischio di colate detritiche;Sauris di Sotto (in parte frana PAI 0301070100);Commissario Straordinario - attuazione interventi Regione Friuli V. G.;SAURIS;2500000.00;;0.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
SAVOGNA;UDINE;Friuli-Venezia Giulia;UD020B/10;1;AP 2010-11;Frana;Centroide;Opere di sistemazione del versante franoso a monte della frazione di Tercimonte;Tercimonte;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;SAVOGNA;120000.00;;120000.00;concluso;;;;;;;;;;;;;;;;
TARVISIO;UDINE;Friuli-Venezia Giulia;120/08;1;D.L.180/98;Alluvione;Centroide;Opere di difesa idraulica sulla sponda sinistra del torrente Slizza;Cave di Predil;Comune - TARVISIO;TARVISIO;2045600.00;;0.00;concluso;;;;;;;;;;;;;;;;
TARVISIO;UDINE;Friuli-Venezia Giulia;482/02;1;D.L.180/98;Alluvione;Georiferito;Regimazione idraulica del rio de lago di Fusine con realizzazione di opere idrauliche longitudinali dal lago inferiore alla confluenza del Rio Bianco.;Fusine in V.Rio Lago.;Comune - TARVISIO;TARVISIO;1300000.00;;0.00;concluso;;;;;;;;;;;;;;;;
TARVISIO;UDINE;Friuli-Venezia Giulia;483/02;1;D.L.180/98;Alluvione;Georiferito;Regimazione del torrente Bartolo presso il capoluogo.;Capoluogo Rio Bartolo.;Comune - TARVISIO;TARVISIO;350000.00;;350000.00;concluso;;;;;;;;;;;;;;;;
TARVISIO;UDINE;Friuli-Venezia Giulia;484/02;1;D.L.180/98;Alluvione;Georiferito;Regimazione idraulica e trasporto solido del Rio Casarenza presso Camporosso.;Camporosso Rio Casarenza.;Comune - TARVISIO;TARVISIO;1000000.00;;0.00;concluso;;;;;;;;;;;;;;;;
TARVISIO;UDINE;Friuli-Venezia Giulia;UD024B/10;1;AP 2010-11;Frana;Georiferito;Realizzazione interventi a tutela della pubblica incolumitF in localit;Tarvisio Centrale;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;TARVISIO;140000.00;;140000.00;concluso;;;;;;;;;;;;;;;;
TARVISIO;UDINE;Friuli-Venezia Giulia;UD032C/10;1;AP 2010-11;Alluvione;Georiferito;Difesa e regimazione idraulica del Rio del Lago;Cave di Predil;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;TARVISIO;3500000.00;;3500000.00;in esecuzione;;;;;;;;;;;;;;;;
TOLMEZZO;UDINE;Friuli-Venezia Giulia;UD026C/10;2;AP 2010-11;Alluvione;Georiferito;Manutenzione argini II e III categoria nella bassa udinese - bacino del torrente But;non definita;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;PALMANOVA;0.00;vedi lotto 1;60000.00;in esecuzione;;;;;;;;;;;;;;;;
TOLMEZZO;UDINE;Friuli-Venezia Giulia;UD029C/10;1;AP 2010-11;Alluvione;Georiferito;Interventi di ripristino e consolidamento dei pennelli esistenti in sponda sinistra;torrente But in localito Cadunea e Tolmezzo;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;TOLMEZZO;400000.00;;400000.00;concluso;;;;;;;;;;;;;;;;
TRASAGHIS;UDINE;Friuli-Venezia Giulia;UD021B/10;1;AP 2010-11;Alluvione;Centroide;Interventi per la messa in sicurezza degli insediamenti in sponda occidentale del lago dei Tre Comuni;Lago dei Tre Comuni;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;TRASAGHIS;170000.00;;170000.00;concluso;;;;;;;;;;;;;;;;
TRASAGHIS;UDINE;Friuli-Venezia Giulia;UD023B/10;1;AP 2010-11;Frana;Georiferito;Interventi per la messa in sicurezza di pareti rocciose nelle frazioni di Avasinis e Braulins;Localitn Avasinis e Braulins;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;TRASAGHIS;210000.00;;210000.00;in esecuzione;;;;;;;;;;;;;;;;
TRIVIGNANO UDINESE;UDINE;Friuli-Venezia Giulia;088/07;1;D.L.180/98;Alluvione;Centroide;Opere di difesa e sistemazione idraulica - lotti funzionali;Area in destra del Torre a valle di Udine;Consorzio di Bonifica - Ledra Tagliamento;TRIVIGNANO UDINESE;2301300.00;;0.00;concluso;;;;;;;;;;;;;;;;
TRIVIGNANO UDINESE;UDINE;Friuli-Venezia Giulia;089/07;1;D.L.180/98;Alluvione;Centroide;Opere di difesa e sistemazione idraulica - lotti funzionali;Area in destra del Torre a valle di Udine;Consorzio di Bonifica - Ledra Tagliamento;TRIVIGNANO UDINESE;2301300.00;;0.00;concluso;;;;;;;;;;;;;;;;
VARMO;UDINE;Friuli-Venezia Giulia;214/09;1;D.L.180/98;Alluvione;Centroide;Lavori di somma urgenza per lo sfalcio delle OO.II. OO.II. di 2^ cat. del F. Tagliamento tra i cippi n. 50 e n. 100;F. Tagliamento tra i cippi n. 50 e n. 100;Altro - Min Inf Tras - Provv. OO.PP. Tosc-Umbria-Marche;VARMO;115000.00;;0.00;concluso;;;;;;;;;;;;;;;;
ZUGLIO;UDINE;Friuli-Venezia Giulia;UD022B/10;1;AP 2010-11;Frana;Centroide;Opere di protezione dell'abitato di Formeaso;Localiti Formeaso;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;ZUGLIO;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
FORGARIA NEL FRIULI;UDINE;Friuli-Venezia Giulia;215/09;1;D.L.180/98;Non definito;Centroide;Interventi di messa in sicurezza mediante la realizzazione di reti aderenti armate, barriere paramassi, briglie e opere di drenaggio delle acque (Trattasi di sostituzione di intervento gir finanziato con DEC.DS.2005.321, importo r 1.390.000,00);"Monte Prat - Cm Uessa/Cs Toffoli; San Rocco/Forgaria - Ca Jogna/Ci Collino; Forgaria/Cr Bisa; Frazio";Comune - FORGARIA NEL FRIULI;FORGARIA NEL FRIULI;0.00;;0.00;definanziati o sostitutivi;;;;;;;;;;;;;;;;
FORGARIA NEL FRIULI;UDINE;Friuli-Venezia Giulia;259/06;1;D.L.180/98;Frana;Georiferito;Barriere paramessi, reti aderenti armate;Ca Besa, prospicenti Ca Jogna, Ca Collino, frazione Cornino.;Comune - FORGARIA NEL FRIULI;FORGARIA NEL FRIULI;1390000.00;;0.00;concluso;;;;;;;;;;;;;;;;
DOLEGNA DEL COLLIO;GORIZIA;Friuli-Venezia Giulia;059/06;1;D.L.180/98;Alluvione;Georiferito;Lavori complementari e di perfezionamento della sistemazione idraulica del Torrente Versa lungo l'asta di competenza statale dalla confluenza dello Judrio sino al ponte della ferrovia Gorizia Udine e del Torrente Judrio sino al confine di Stato.;Torrenti Judrio e Versa;Altro - Magistrato delle acque di Venezia;DOLEGNA DEL COLLIO;4000000.00;;0.00;concluso;;;;;;;;;;;;;;;;
DOLEGNA DEL COLLIO;GORIZIA;Friuli-Venezia Giulia;GO028C/10;2;AP 2010-11;Alluvione;Georiferito;Manutenzione argini II  e III categoria nel goriziano e parte dell'udinese - bacini del torrente Judrio e del fiume Isonzo;non definita;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;GORIZIA;0.00;vedi lotto 1;250000.00;concluso;;;;;;;;;;;;;;;;
GRADO;GORIZIA;Friuli-Venezia Giulia;UD003A/10;1;AP 2010-11;Alluvione;Georiferito;"Adeguamento impianti a scolo meccanico della Bassa Pianura Friulana (province di UD e GO; comuni di Aquileia, Grado e Palazzolo dello Stella)";comprensorio di bonifica della Bassa pianura Friulana;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;AQUILEIA;2700000.00;;1331512.11;in esecuzione;;;;;;;;;;;;;;;;
MARIANO DEL FRIULI;GORIZIA;Friuli-Venezia Giulia;335/02;1;D.L.180/98;Alluvione;Georiferito;COMPLETAMENTO OPERE DI SISTEMAZIONE TORRENTE VERSA;CONFLUENZA DEL TORRENTE JUDRIO SINO AL CONFINE DI STATO;Altro - Magistrato delle acque di Venezia;MARIANO DEL FRIULI;4000000.00;;0.00;concluso;;;;;;;;;;;;;;;;
ROMANS D'ISONZO;GORIZIA;Friuli-Venezia Giulia;GO028C/10;1;AP 2010-11;Alluvione;Georiferito;Manutenzione argini II  e III categoria nel goriziano e parte dell'udinese - bacino del Fiume Versa;non definita;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;GORIZIA;800000.00;;150000.00;concluso;;;;;;;;;;;;;;;;
SAN CANZIAN D'ISONZO;GORIZIA;Friuli-Venezia Giulia;GO028C/10;3;AP 2010-11;Alluvione;Georiferito;Manutenzione argini II  e III categoria nel goriziano e parte dell'udinese -bacino del fiume Isonzo;non definita;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;GORIZIA;0.00;vedi lotto 1;200000.00;concluso;;;;;;;;;;;;;;;;
SAN FLORIANO DEL COLLIO;GORIZIA;Friuli-Venezia Giulia;06IR065/G1;1;D.D. CLE;Frana;Georiferito;Messa in sicurezza della sede stradale, consolidamento dei versanti in frana e regimazione delle acque meteoriche;Bucuie;Commissario Straordinario - attuazione interventi Regione Friuli V. G.;SAN FLORIANO DEL COLLIO;300000.00;;300000.00;da avviare o dati non comunicati;;;;;;;;;;;;;;;;
BETTOLA;PIACENZA;Emilia-Romagna;195/09;1;D.L.180/98;Frana;Georiferito;Sistemazione movimenti franosi;Varie;Comune - BETTOLA;BETTOLA;200000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
BETTOLA;PIACENZA;Emilia-Romagna;195/09;2;D.L.180/98;Frana;Georiferito;Sistemazione movimenti franosi;non definita;Comune - BETTOLA;BETTOLA;0.00;vedi lotto 1;29416.41;concluso;;;;;;;;;;;;;;;;
BETTOLA;PIACENZA;Emilia-Romagna;213/02;1;D.L.180/98;Frana;Georiferito;OPERE DI RIASSETTO IDROGEOLOGICO DELL'AREA A RISCHIO;S. GIOVANNI PERANI;Regione - Emilia - Romagna;BETTOLA;258228.45;;0.00;concluso;;;;;;;;;;;;;;;;
BETTOLA;PIACENZA;Emilia-Romagna;PC001A/10;1;AP 2010-11;Alluvione;Georiferito;#7ER1113-1# FERRIERE (PC) - BETTOLA (PC) - PONTE DELL'OLIO (PC) - TORRENTE NURE - Manutenzione diffusa dei corsi d'acqua e dei versanti. Lavori di manutenzione straordinaria e di ripristino di opere idrauliche sul torrente Nure in localit?;Varie;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;11383199.15;;150000.00;concluso;;;;;;;;;;;;;;;;
BETTOLA;PIACENZA;Emilia-Romagna;PC001A/10;2;AP 2010-11;Alluvione;Georiferito;#7ER1113-2# BETTOLA (PC) - COLI (PC) - RIVERGARO (PC) - TRAVO (PC) - FIUME TREBBIA - Manutenzione diffusa dei corsi d'acqua e dei versanti. Lavori di manutenzione straordinaria e di ripristino di opere idrauliche sugli affluenti del fiume T;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;0.00;vedi lotto 1;150000.00;concluso;;;;;;;;;;;;;;;;
BOBBIO;PIACENZA;Emilia-Romagna;078/08;1;D.L.180/98;Alluvione;Centroide;Interventi di manutenzione straordinaria di opere idrauliche sul T. Bobbio e suoi affluenti;Varie;Regione - Emilia - Romagna;BOBBIO;150000.00;;0.00;concluso;;;;;;;;;;;;;;;;
BOBBIO;PIACENZA;Emilia-Romagna;206/99;1;D.L.180/98;Frana;Centroide;OPERE DI CONSOLIDAMENTO TRAMITE DRENAGGI PROFONDI, SONDAGGI E SISTEMI DI MONITORAGGIO;I GOBBI;Regione - Emilia - Romagna;BOBBIO;413165.52;;413165.00;concluso;;;;;;;;;;;;;;;;
BOBBIO;PIACENZA;Emilia-Romagna;361/02;1;D.L.180/98;Frana;Centroide;Pozzi drenanti,trincee drenanti,risagomatura canali.;Cavarelli,versante destro fiume Trebbia;Comune - BOBBIO;BOBBIO;1000000.00;;516456.00;concluso;;;;;;;;;;;;;;;;
BOBBIO;PIACENZA;Emilia-Romagna;MO002B/10;2;AP 2010-11;Alluvione;Georiferito;#7ER1114-2# BOBBIO (PC) - COLI (PC) - FIUME TREBBIA - Interventi di manutenzione straordinaria dei tratti di corsi d'acqua di competenza regionale classificati di terza categoria. Lavori di manutenzione straordinaria e di ripristino di oper;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;MODENA;0.00;vedi lotto 1;100000.00;concluso;;;;;;;;;;;;;;;;
BOBBIO;PIACENZA;Emilia-Romagna;PC001A/10;3;AP 2010-11;Alluvione;Georiferito;#7ER1113-3# BOBBIO (PC) - TORRENTE BOBBIO - Manutenzione diffusa dei corsi d'acqua e dei versanti. Lavori di manutenzione straordinaria e di ripristino di opere idrauliche sul torrente Bobbio e suoi affluenti in localit? varie.;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;0.00;vedi lotto 1;100000.00;concluso;;;;;;;;;;;;;;;;
BORGONOVO VAL TIDONE;PIACENZA;Emilia-Romagna;PC001A/10;4;AP 2010-11;Alluvione;Georiferito;#7ER1113-4# BORGONOVO VAL TIDONE (PC) - TORRENTE TIDONE - Manutenzione diffusa dei corsi d'acqua e dei versanti. Lavori di manutenzione straordinaria e di ripristino di opere idrauliche sul torrente Tidone localit? Rosara e Agazzino.;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;0.00;vedi lotto 1;200000.00;concluso;;;;;;;;;;;;;;;;
CAORSO;PIACENZA;Emilia-Romagna;MO002B/10;1;AP 2010-11;Alluvione;Georiferito;#7ER1114-1# CORTEMAGGIORE (PC) - SAN GIORGIO PIACENTINO (PC) - TORRENTE RIGLIO - T. CHIAVENNA - Interventi di manutenzione straordinaria  dei tratti di corsi d'acqua di competenza regionale classificati di terza categoria. Lavori di manuten;Varie;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;MODENA;4000000.00;;200000.00;concluso;;;;;;;;;;;;;;;;
CASTELL'ARQUATO;PIACENZA;Emilia-Romagna;PC042B/10;1;AP 2010-11;Alluvione;Georiferito;#1ER1118-0# CASTELL'ARQUATO (PC) - Interventi di sistemazione idrogeologica nel comune di Castell'Arquato (PC).;Varie;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;CASTELLaARQUATO;250000.00;;250000.00;concluso;;;;;;;;;;;;;;;;
CASTEL SAN GIOVANNI;PIACENZA;Emilia-Romagna;083/08;1;D.L.180/98;Alluvione;Centroide;RERipristino e costruzione di opere idrauliche di difesa spondale, pulizia e ricalibratura sul rio Carona;Rio Carona;Comune - CASTEL SAN GIOVANNI;CASTEL SAN GIOVANNI;360000.00;;0.00;concluso;;;;;;;;;;;;;;;;
CASTEL SAN GIOVANNI;PIACENZA;Emilia-Romagna;197/09;1;D.L.180/98;Alluvione;Centroide;Completamento dei lavori di ripristino e costruzione di opere idrauliche di difesa spondale, pulizia e ricalibratura del Rio Carona;Rio Carona;Comune - CASTEL SAN GIOVANNI;CASTEL SAN GIOVANNI;150000.00;;0.00;concluso;;;;;;;;;;;;;;;;
CASTEL SAN GIOVANNI;PIACENZA;Emilia-Romagna;PC001A/10;5;AP 2010-11;Alluvione;Georiferito;#7ER1113-5# CASTEL SAN GIOVANNI (PC) - RIO LORA - RIO BARDONEGGIA - RIO CARONA - RIO CAVO - Manutenzione diffusa dei corsi d'acqua e dei versanti. Lavori di manutenzione straordinaria e di ripristino di opere idrauliche nel Rio Bardoneggia,;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;0.00;vedi lotto 1;100000.00;concluso;;;;;;;;;;;;;;;;
CASTEL SAN GIOVANNI;PIACENZA;Emilia-Romagna;PC017B/10;1;AP 2010-11;Alluvione;Georiferito;#2ER1080-0# SARMATO (PC) - FIUME PO - Completamento rialzi e ringrossi arginali dell'argine maestro del fiume Po: 1? Tronco di Guardia in territorio del comune di Sarmato (PC). Adeguamento dei rilevati alla quote di progetto indicate dal PA;Primo Tronco di Guardia;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;SARMATO;2500000.00;;2500000.00;in esecuzione;;;;;;;;;;;;;;;;
COLI;PIACENZA;Emilia-Romagna;201/99;1;D.L.180/98;Frana;Georiferito;OPERE IDRAULICHE, RIPRISTINI SEZ. DI DEFLUSSO DEL RIO FUINO, OPERE DI RIVEGETAZIONE;FERRARI-S.CECILIA-FONTANA;Regione - Emilia - Romagna;BOBBIO;516456.90;;516456.00;concluso;;;;;;;;;;;;;;;;
COLI;PIACENZA;Emilia-Romagna;MO002B/10;5;AP 2010-11;Alluvione;Georiferito;#7ER1114-5# RIVERGARO (PC) - TRAVO (PC) - FIUME TREBBIA - Interventi di manutenzione straordinaria dei tratti di corsi d'acqua di competenza regionale classificati di terza categoria. Lavori di manutenzione straordinaria e di ripristino di;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;MODENA;0.00;vedi lotto 1;200000.00;concluso;;;;;;;;;;;;;;;;
CORTE BRUGNATELLA;PIACENZA;Emilia-Romagna;702/99;1;D.L.180/98;Frana;Georiferito;OPERE DI CONSOLIDAMENTO E MONITORAGGIO DEI MOVIMENTI FRANOSI INTERESSANTI GLI ABITATI E LE ZONE COLLEGATE.;OZZOLA - BOTTERI - LUPI;Regione - Emilia - Romagna;CORTE BRUGNATELLA;309874.14;;0.00;concluso;;;;;;;;;;;;;;;;
CORTEMAGGIORE;PIACENZA;Emilia-Romagna;PC043B/10;1;AP 2010-11;Alluvione;Georiferito;#2ER1085-0# CORTEMAGGIORE (PC) - Interventi di sistemazione idraulica nel comune di Cortemaggiore (PC).;Varie;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;CORTEMAGGIORE;250000.00;;250000.00;concluso;;;;;;;;;;;;;;;;
FARINI;PIACENZA;Emilia-Romagna;075/07;1;D.L.180/98;Frana;Georiferito;Intervento di sistemazione del versante dell'abitato di Gallare e Farini capoluogo mediante opere idrauliche e di consolidamento;Gallare e Farini capoluogo;Regione - Emilia - Romagna;FARINI;250000.00;;0.00;concluso;;;;;;;;;;;;;;;;
FARINI;PIACENZA;Emilia-Romagna;087/08;1;D.L.180/98;Alluvione;Centroide;Completamento delle opere di sistemazione idraulica del torrente Lavaiana e rio Cavala in localito Canevari;Canevari;Regione - Emilia - Romagna;FARINI;150000.00;;0.00;concluso;;;;;;;;;;;;;;;;
FARINI;PIACENZA;Emilia-Romagna;08IR040/G1;1;D.D. CLE;Frana;Georiferito;"""...per la messa in sicurezza della viabiliti comunale e provinciale, delle infrastrutture a rete di acqua e gas e dell'alveo del T.Nure, in localiti Farini Capoluogo""- Ripristino idrografia e viabilitu, Drenaggi Opere idrauliche nel T. Nure";Sassi Neri;Commissario di Governo - Piano Clima Regione Emilia-Romagna;FARINI;1000000.00;;1000000.00;in progettazione;;;;;;;;;;;;;;;;
FARINI;PIACENZA;Emilia-Romagna;701/99;1;D.L.180/98;Frana;Georiferito;OPERE DI CONSOLIDAMENTO E MONITORAGGIO DEI MOVIMENTI FRANOSI INTERESSANTI GLI ABITATI E LE ZONE COLLEGATE.;SELVA-CANEVARI-TERUZZI;Regione - Emilia - Romagna;FARINI;309874.14;;0.00;concluso;;;;;;;;;;;;;;;;
FARINI;PIACENZA;Emilia-Romagna;PC001A/10;39;AP 2010-11;Alluvione;Georiferito;#2B1A101-5# COMUNI VARI (PIACENZA) (PC) - Interventi di manutenzione straordinaria nei bacini idrografici degli affluenti del Po ricadenti nella provincia di PIACENZA;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;0.00;vedi lotto 1;27204.51;concluso;;;;;;;;;;;;;;;;
FARINI;PIACENZA;Emilia-Romagna;PC001A/10;8;AP 2010-11;Alluvione;Georiferito;#7ER1113-8# FARINI (PC) - TORRENTE LAVAIANA - T. CAVALA' - Manutenzione diffusa dei corsi d'acqua e dei versanti. Lavori di manutenzione straordinaria e di ripristino di opere idrauliche sui torrenti Caval? e Lavaiana.;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;PIACENZA;0.00;vedi lotto 1;100000.00;concluso;;;;;;;;;;;;;;;;
FERRIERE;PIACENZA;Emilia-Romagna;088/08;1;D.L.180/98;Frana;Centroide;Consolidamento e messa in sicurezza dei versanti, del capoluogo e dei confinanti  abitati di Travata e Marconi;Capoluogo e zone limitrofe;Regione - Emilia - Romagna;FERRIERE;150000.00;;0.00;concluso;;;;;;;;;;;;;;;;
FERRIERE;PIACENZA;Emilia-Romagna;205/99;1;D.L.180/98;Frana;Georiferito;CONSOLIDAMENTO MOVIMENTO FRANOSO;CASALE-COLLA DI GAMBARO;Regione - Emilia - Romagna;FERRIERE;258228.45;;258228.00;concluso;;;;;;;;;;;;;;;;
FERRIERE;PIACENZA;Emilia-Romagna;253/06;1;D.L.180/98;Non definito;Centroide;Interventi vari;Diverse;Comune - FERRIERE;FERRIERE;900000.00;;0.00;concluso;;;;;;;;;;;;;;;;
FIORENZUOLA D'ARDA;PIACENZA;Emilia-Romagna;212/02;1;D.L.180/98;Alluvione;Georiferito;OPERE DI MITIGAZIONE DEL RISCHIO DI ESONDAZIONE;TORRENTE ARDA;Regione - Emilia - Romagna;FIORENZUOLA DlARDA;464811.21;;0.00;concluso;;;;;;;;;;;;;;;;
FIORENZUOLA D'ARDA;PIACENZA;Emilia-Romagna;PC003C/10;1;AP 2010-11;Alluvione;Centroide;#PC-E-803 05930- # FIORENZUOLA D'ARDA - VILLANOVA D'ARDA (PC) - Interventi di manutenzione straordinaria dei tratti di corsi d'acqua di competenza regionale classificati di terza categoria: T. Arda. Interventi di manutenzione straordinaria;Varie;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;FIORENZUOLA DtARDA;300000.00;;300011.00;concluso;;;;;;;;;;;;;;;;
FIORENZUOLA D'ARDA;PIACENZA;Emilia-Romagna;PC108R/10;1;AP 2010-11;Misto;Georiferito;(08IR157/G1) Interventi urgenti di sistemazione idraulica del torrente Arda e rii minori.;Morfasso(centro, Rusteghini) ? Vernasca (Ca Vincini) Lugagnano, Castell?Arquato, Carpaneto, Alseno;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;VERNASCA;450000.00;;450000.00;in progettazione;;;;;;;;;;;;;;;;
GRAGNANO TREBBIENSE;PIACENZA;Emilia-Romagna;MO002B/10;3;AP 2010-11;Alluvione;Georiferito;#7ER1114-3# GAZZOLA (PC) - GRAGNANO TREBBIENSE (PC) - TORRENTE LURETTA - Interventi di manutenzione straordinaria dei tratti di corsi d'acqua di competenza regionale classificati di terza categoria. Lavori di manutenzione straordinaria e di;non definita;Commissario Straordinario - attuazione interventi Regione Emilia Romagna;MODENA;0.00;vedi lotto 1;150000.00;concluso;;;;;;;;;;;;;;;;
GROPPARELLO;PIACENZA;Emilia-Romagna;203/99;1;D.L.180/98;Frana;Georiferito;REGIMAZIONE ACQUE SUPERFICIALI E SOTTERRANEE, SISTEMAZIONE ESTENSIVA DEI VERSANTI, REGIMAZIONE IDRAULICA.;CASTELLANA, BINELLI, PEROSSI, FAIMALI;Regione - Emilia - Romagna;GROPPARELLO;413165.52;;0.00;concluso;;;;;;;;;;;;;;;;
