SECTION;RD;TMJA_S1;TMJA_S2;TMJA_S3;TMJO_S1;TMJO_S2;TMJO_S3;T_HPM_S1;HEURE_HPM_S1;T_HPS_S1;HEURE_HPS_S1;T_HPM_S2;HEURE_HPM_S2;T_HPS_S2;HEURE_HPS_S2;SENS1_DE;SENS1_VERS;SENS2_DE;SENS2_VERS;COMMUNE_COMPTEUR;TMJA_AA;TYPE_COMPTAGE;PERIODICITE;ANNEE_COMPTAGE;MOIS_COMPTAGE;TYPE_DU_COMPTEUR;LONGUEUR;geo_shape;geo_point_2d
971;D24A;9033;;9033;10461;;10461;1186;9h-10h;858;19h-20h;;;;;Paris;Province;Province;Paris;NANTERRE;9033 (13);TOURNANT;TRIENNALE;2013;MARS;TUBES;257.4415006465682;"{""type"": ""LineString"", ""coordinates"": [[2.218682834984042, 48.90399931819366], [2.218696509241244, 48.90398135762201], [2.21877865306625, 48.90382865840141], [2.21891583920284, 48.90345133469952], [2.218889924437531, 48.90285815833155], [2.218890190054394, 48.902741325955155], [2.21887451571724, 48.90184187311527], [2.21890996635108, 48.90170864610243]]}";48.9028714953, 2.21886994842
1000;D39;4906;8814;13720;5328;9534;14862;402;8h-9h;357;17h-18h;656;8h-9h;769;18h-19h;Paris;Province;Province;Paris;RUEIL-MALMAISON;13720 (17);TOURNANT;TRIENNALE;2017;JUIN;Plots;611.4060007137545;"{""type"": ""LineString"", ""coordinates"": [[2.1857800134798, 48.876323971633305], [2.186139608380114, 48.87657849701131], [2.186560900040951, 48.87695649883613], [2.186601282244074, 48.87712730950946], [2.18670882858405, 48.87763073636878], [2.186762653850355, 48.87786447485581], [2.186775707580893, 48.878062212148215], [2.186748013865702, 48.87821496215895], [2.186611077296567, 48.87844846059919], [2.186378523925719, 48.878762723370954], [2.186173428877896, 48.879005121441715], [2.185489815420047, 48.87979513862078], [2.185011158403492, 48.88038769283267], [2.184559559002788, 48.88104318963353], [2.18439543136011, 48.88124968778886]]}";48.8787726232, 2.18590492127
1200;D61A;3969;4215;8184;4602;4897;9499;274;9h-10h;360;19h-20h;448;9h-10h;319;19h-20h;Paris;Province;Province;Paris;MALAKOFF;8184 (14);SITER;ANNUELLE;2014;365J;BOUCLES;1004.52933965942;"{""type"": ""LineString"", ""coordinates"": [[2.300230974946469, 48.811481388693494], [2.295368879336073, 48.81605896391212], [2.294674851952062, 48.81719938850063], [2.294429414957283, 48.818365141131096], [2.294456391731555, 48.81858038329143], [2.294673023034148, 48.81935171428045], [2.294688452461665, 48.81938594524255]]}";48.8151337004, 2.29672630747
1230;D62;4420;5905;10325;5003;6714;11717;415;8h-9h;366;17h-18h;469;8h-9h;503;18h-19h;Département 94;Malakoff;Malakoff;Département 94;BAGNEUX;10325 (17);TOURNANT;TRIENNALE;2017;SEPTEMBRE;Plots;672.3631014441212;"{""type"": ""LineString"", ""coordinates"": [[2.317473409678244, 48.809822649107], [2.317704745460296, 48.809822685303985], [2.318480362289063, 48.80992167089253], [2.319038273942192, 48.8099666935738], [2.322549191983228, 48.809751448155836], [2.325461321228786, 48.80959896052808], [2.326577185016378, 48.80950918116384]]}";48.8097683255, 2.32202349141
1280;D63;7936;7738;15674;8465;8308;16773;763;8h-9h;685;18h-19h;770;8h-9h;661;18h-19h;Paris;Province;Province;Paris;CHATENAY-MALABRY;15674 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;1490.7379624540702;"{""type"": ""LineString"", ""coordinates"": [[2.278265729649192, 48.77644664573865], [2.2779128942756, 48.775790342563795], [2.277003590767047, 48.77419900040107], [2.276745788215511, 48.773704526559555], [2.276460480526724, 48.77347967958229], [2.276202340740406, 48.77328180995563], [2.27597143057, 48.77305699065482], [2.275726947098934, 48.7728141864511], [2.275455310109118, 48.77253541545382], [2.275197360307664, 48.772184746340194], [2.27468154691765, 48.77142049020522], [2.274410160752565, 48.770943978472424], [2.274261288307525, 48.77035967456351], [2.274261396391893, 48.770269793464074], [2.27426151609924, 48.770170924348825], [2.273515564855509, 48.768597610026184], [2.273135472202545, 48.76808508441344], [2.272592302364342, 48.76750955228498], [2.272565197648921, 48.76743763233844], [2.272497503070417, 48.767203904306314], [2.27240321684214, 48.76648480357146], [2.2723628722181592, 48.7661252562056], [2.272335935857988, 48.7659185149375], [2.272322439203953, 48.7658376139055], [2.272308954552329, 48.76574772575159], [2.272214528790102, 48.76514546907667], [2.272052515342242, 48.76422859078095], [2.272025660019846, 48.76395893142331], [2.271998524660018, 48.763913976295036]]}";48.7703916193, 2.27461449989
1290;D128;9174;7073;16247;10002;7586;17588;803;8h-9h;913;17h-18h;635;7h-8h;577;17h-18h;Paris;Province;Province;Paris;CHATENAY-MALABRY;16247 (08);TOURNANT;TRIENNALE;2008;NOVEMBRE;TUBES;449.30260357930507;"{""type"": ""LineString"", ""coordinates"": [[2.280464749085835, 48.780186735741886], [2.280369742635221, 48.78000693043321], [2.280261332923147, 48.77964735694764], [2.280139520016584, 48.779108017016505], [2.279732195063865, 48.77849663532416], [2.279487776288799, 48.77815497202706], [2.278700232144114, 48.77704905909119], [2.278483055671228, 48.77668044207223], [2.278265729649192, 48.77644664573865]]}";48.7782541648, 2.27948801464
1300;D63;4778;7387;12165;5093;8211;13304;334;8h-9h;449;18h-19h;925;8h-9h;601;18h-19h;Paris;Province;Province;Paris;SCEAUX;12165 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;399.2061329183641;"{""type"": ""LineString"", ""coordinates"": [[2.282038781403238, 48.78359393079886], [2.282052561839432, 48.78342316540983], [2.281944134031643, 48.78306359455248], [2.281889929596487, 48.78287482196734], [2.281808590490152, 48.78262311971608], [2.28170007896179, 48.782344440668666], [2.281333750196707, 48.781508385028864], [2.281102974927001, 48.78110381606181], [2.280804327171283, 48.780582369747776], [2.280464749085835, 48.780186735741886]]}";48.7818242342, 2.2814043302
1440;D67;5168;4997;10165;5545;5360;10905;539;8h-9h;512;17h-18h;554;8h-9h;442;17h-18h;Paris;Province;Province;Paris;CHATENAY-MALABRY;10165 (10);TOURNANT;TRIENNALE;2010;NOVEMBRE;TUBES;1169.0780788144468;"{""type"": ""LineString"", ""coordinates"": [[2.293500003364408, 48.788991459059574], [2.293540930726572, 48.78884766632436], [2.293568187360048, 48.7887847610977], [2.293568247262628, 48.78871285707395], [2.293568307165139, 48.78864095304958], [2.293527581724838, 48.78854207061033], [2.293418943077296, 48.788326319759456], [2.293446611899391, 48.787769076149615], [2.293433265120206, 48.78746348039685], [2.293433445402889, 48.787247768292765], [2.293433782722908, 48.786843309878186], [2.293434083173195, 48.78648379057679], [2.293434532473221, 48.78594451203944], [2.293462042880849, 48.78557601461629], [2.293462162982559, 48.785432206517804], [2.293448651551472, 48.78532434593103], [2.293449070662809, 48.78482101845371], [2.293463182419589, 48.784209840279416], [2.293450472641753, 48.78314026371015], [2.293478656675184, 48.78196284444288], [2.293451687554847, 48.7816842062171], [2.293370256804228, 48.78147745218582], [2.293220891983755, 48.78118978062176], [2.29292202371649, 48.78078520909345], [2.291930361539988, 48.77943663403649], [2.291590823153313, 48.77890621090531], [2.291495733483225, 48.77878034196052]]}";48.7836967755, 2.29314815642
1460;D67A;7341;5074;12415;7711;5306;13017;489;8h-9h;625;18h-19h;363;8h-9h;381;18h-19h;Département 94;Département 91;Département 91;Département 94;ANTONY;12415 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;1611.2035331155469;"{""type"": ""LineString"", ""coordinates"": [[2.304080674525129, 48.748780950815124], [2.302789509285081, 48.748925510547366], [2.3022458050304, 48.748961307093516], [2.302014753499215, 48.74894326365162], [2.301607127650671, 48.748745403048254], [2.301403315931267, 48.74864647220234], [2.301036469439628, 48.74844862117025], [2.300751140100012, 48.74830472363654], [2.300397865038778, 48.74814282816754], [2.30009894788534, 48.74799892441896], [2.299664139084788, 48.7478190246124], [2.299338029116062, 48.74769308559836], [2.298971105131588, 48.74762106322076], [2.298604176299637, 48.74755802771567], [2.297911191726189, 48.74730613077827], [2.297544408075046, 48.747054338502444], [2.296362547603354, 48.746280949949835], [2.295751264715956, 48.74586727924526], [2.295629357413208, 48.74534591651855], [2.295547867714812, 48.74527398210504], [2.295466349671289, 48.74523800070636], [2.295153843190747, 48.74513003193275], [2.294882080797561, 48.74505803021427], [2.294066790235738, 48.74485100833577], [2.293034061552941, 48.744634911720865], [2.292653585463949, 48.74455387651911], [2.29220516414139, 48.74446382512489], [2.291552944287764, 48.744301788621584], [2.29087361169197, 48.744067831727946], [2.290520348763486, 48.74395983495338], [2.290221442373945, 48.74386084653619], [2.289637205608847, 48.7436808493079], [2.289256766324387, 48.74357283780275], [2.288835574859506, 48.74344683197997], [2.288115501270512, 48.74320385459667], [2.287789455353467, 48.74306889555413], [2.287395486192664, 48.74290694262258], [2.28705586348699, 48.74276298822193], [2.2861456743799202, 48.74238509392276], [2.285643020610324, 48.742196123245485]]}";48.7457130453, 2.29489211456
1470;D67A;2958;4789;7747;3142;5048;8190;166;8h-9h;246;18h-19h;330;8h-9h;388;17h-18h;Département 94;Département 91;Département 91;Département 94;ANTONY;7747 (12);TOURNANT;TRIENNALE;2012;NOVEMBRE;TUBES;1081.0440064840486;"{""type"": ""LineString"", ""coordinates"": [[2.316165866907142, 48.74429960771454], [2.315581195061723, 48.74495564958063], [2.314738254860957, 48.74566557100661], [2.314262433535302, 48.74597108381527], [2.314221652080009, 48.74598905284413], [2.31419446145177, 48.746007023915276], [2.31359629874369, 48.74633947498869], [2.313460353875584, 48.74641135526434], [2.313365189448626, 48.74646526576186], [2.312930160218856, 48.74669887515183], [2.312250423125255, 48.74704928019723], [2.311434762924446, 48.74739965205478], [2.311162886894829, 48.747489476358645], [2.310537572497724, 48.747687082396766], [2.310197724913328, 48.7477948671157], [2.310088973425689, 48.74783079538486], [2.309789913814952, 48.74791162240065], [2.309531641960989, 48.74796549324615], [2.308987939417011, 48.74802828675594], [2.308593719143294, 48.74813605331399], [2.307424562328192, 48.74860316088923], [2.306989507258415, 48.748800794653654], [2.30692152749705, 48.748836730445305], [2.306173789137282, 48.749142141940496], [2.305670776349253, 48.74932177686984], [2.305031825693177, 48.74951935071463], [2.304313639269163, 48.74967095550532]]}";48.7474430553, 2.31049019808
1590;D69;6216;5497;11713;6566;5790;12356;282;8h-9h;453;19h-20h;393;9h-10h;346;18h-19h;Paris;Province;Province;Paris;ISSY-LES-MOULINEAUX;11713 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;684.561507525998;"{""type"": ""LineString"", ""coordinates"": [[2.267720208511688, 48.82521275641711], [2.267798283062859, 48.824607066367534], [2.267867226819031, 48.82394201625947], [2.267881006771669, 48.82381619588568], [2.267909162776457, 48.82311517121178], [2.267991511356853, 48.822602919382255], [2.268005253732848, 48.82250406196758], [2.267828847109107, 48.82209951272544], [2.267570486257977, 48.82191061999055], [2.267298445494467, 48.82177564598155], [2.266917407019332, 48.821721496469515], [2.265692570889235, 48.82160392985963], [2.264794530253386, 48.82139667144719], [2.26423679510168, 48.82117163879267], [2.263923882541936, 48.82107258293724], [2.263774237722809, 48.82101856426293], [2.263678974328653, 48.82100951829258]]}";48.8224279421, 2.2666556393
1640;D72;5370;4870;10240;5974;5162;11136;466;8h-9h;417;18h-19h;237;9h-10h;411;18h-19h;Paris;Province;Province;Paris;CHATILLON;10240 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;1863.1784478453594;"{""type"": ""LineString"", ""coordinates"": [[2.273769106572914, 48.81734829829322], [2.275022099244302, 48.81661196006048], [2.277160288319946, 48.8153457782316], [2.277391782563356, 48.815229052783046], [2.277922936346992, 48.81488778193314], [2.27804550147149, 48.81481594059881], [2.278100214496131, 48.814573297778416], [2.278203979722438, 48.814232713267344], [2.278389790147412, 48.814090831211715], [2.279667256135441, 48.81277650668653], [2.280103217440773, 48.81233631397509], [2.280116836857407, 48.812327332092835], [2.280471013602322, 48.812003940633915], [2.280757025126091, 48.81178836836538], [2.281669828011993, 48.81081811444409], [2.2822283803542263, 48.810234165270536], [2.282541676486347, 48.80993771107173], [2.284530468125659, 48.807934321772926], [2.284734797623986, 48.80771870339515], [2.284898220741939, 48.80758395812964], [2.285252424305938, 48.807170672831255], [2.2857563900174043, 48.806667571715906], [2.286559926235156, 48.80593091271623], [2.286982156647862, 48.80549967535401], [2.287063875692863, 48.80541881871383], [2.287499704299647, 48.804987584692164], [2.288493848824225, 48.80407123325563], [2.288616407238305, 48.80396342861996]]}";48.8109682474, 2.2813954745
1690;D74;5778;7235;13013;6201;7692;13893;527;9h-10h;497;19h-20h;601;9h-10h;618;18h-19h;Département 94;Fontenay-aux-Roses;Fontenay-aux-Roses;Département 94;BOURG-LA-REINE;13013 (13);TOURNANT;TRIENNALE;2013;NOVEMBRE;TUBES;597.4238890838611;"{""type"": ""LineString"", ""coordinates"": [[2.309661903197121, 48.784888723146985], [2.310614015374803, 48.784861969948984], [2.311130874051707, 48.7848530930132], [2.311702175484351, 48.784763333793045], [2.312178296712253, 48.78461063606686], [2.312600021512866, 48.784430962470836], [2.313116985014974, 48.784179401286494], [2.313906045376678, 48.78374812962677], [2.314042091162313, 48.78366726376725], [2.314436605151001, 48.78347858946399], [2.315171217907035, 48.7831012272181], [2.315892211833652, 48.78274183442488], [2.316592411169548, 48.782397876567664]]}";48.7839553363, 2.31321128516
1760;D75;3648;4050;7698;4118;4662;8780;348;8h-9h;336;17h-18h;477;8h-9h;386;18h-19h;Bourg-la-Reine;Le Plessis Robinson;Le Plessis Robinson;Bourg-la-Reine;SCEAUX;7698 (17);TOURNANT;TRIENNALE;2017;NOVEMBRE;Plots;728.9694572606059;"{""type"": ""LineString"", ""coordinates"": [[2.303200875454826, 48.785444344209864], [2.302996862675836, 48.785426311348054], [2.302738470058687, 48.78537230977892], [2.301392064825335, 48.78515620872753], [2.3013784633760173, 48.78515620425573], [2.300440049149336, 48.785030092078486], [2.298984823363205, 48.784849878097475], [2.297420791341955, 48.784678596910496], [2.296332779116237, 48.78455239850786], [2.296087976309551, 48.78452535015493], [2.295435183492842, 48.78443524414158], [2.293463182419589, 48.784209840279416]]}";48.7847926725, 2.29833709921
1840;D77;7876;7472;15348;8179;7683;15862;689;9h-10h;645;18h-19h;649;9h-10h;594;19h-20h;Paris;Province;Province;Paris;BAGNEUX;15348 (13);TOURNANT;TRIENNALE;2013;SEPTEMBRE;TUBES;575.4805533642933;"{""type"": ""LineString"", ""coordinates"": [[2.325761394120049, 48.80637236458636], [2.3255572981385733, 48.80632740700041], [2.325176340078125, 48.80615660218628], [2.324645728466353, 48.80590489174757], [2.324346410975955, 48.8057610566033], [2.323965464053278, 48.80558126068044], [2.323598135235554, 48.805365513384125], [2.322672988411368, 48.80495196947021], [2.321571019460419, 48.80437661549572], [2.320727540338026, 48.80398104160895], [2.320577892058505, 48.80390911901259], [2.320469060423614, 48.8038461899509], [2.320278606937259, 48.803738309278444], [2.3198296563585092, 48.80355849110038], [2.319421537452443, 48.803351712418525]]}";48.8048868782, 2.32258201971
1863;D101;8354;;8354;8949;;8949;403;9h-10h;771;18h-19h;;;;;Paris;Province;Province;Paris;ISSY-LES-MOULINEAUX;8354 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;438.045280643425;"{""type"": ""LineString"", ""coordinates"": [[2.25017582210041, 48.82169250453835], [2.2502032690359473, 48.82155770790035], [2.250249386890181, 48.82124370971203], [2.250219147806572, 48.82109717179977], [2.250096920440708, 48.82095717197231], [2.249959566636385, 48.82078458533855], [2.249865090806944, 48.82030816620394], [2.24969017568638, 48.81910368136246], [2.249554995680418, 48.81855532903895], [2.249487443558849, 48.81825868377164], [2.249379290304965, 48.81782719242662]]}";48.8197808562, 2.24981240892
1990;D106;10261;9634;19895;10679;10082;20761;688;9h-10h;877;18h-19h;761;9h-10h;651;18h-19h;Paris;Province;Province;Paris;COLOMBES;19895 (15);TOURNANT;TRIENNALE;2015;MARS;TUBES;1030.2886058029796;"{""type"": ""LineString"", ""coordinates"": [[2.249840793981312, 48.92294557092258], [2.249748021278208, 48.92311974417782], [2.249364544552238, 48.92336585248581], [2.249200768865029, 48.92343762853673], [2.249132534708331, 48.923464538838395], [2.248573002002422, 48.92368880139307], [2.248231733204317, 48.923877274976434], [2.248054225090791, 48.92400296119781], [2.247794470607711, 48.924371233357554], [2.247575549667086, 48.924784470332675], [2.247288137333627, 48.925368407110284], [2.247342177624223, 48.92566501780461], [2.247287018106034, 48.92601546770428], [2.247204112927196, 48.92663550487204], [2.247066588762822, 48.927291448811594], [2.247057216865925, 48.92741808566633], [2.247052623273963, 48.927480163616025], [2.24691521909266, 48.928064211791764], [2.246627782949102, 48.92864814575045], [2.246476747985858, 48.92922319542403], [2.246121259092312, 48.929717206520955], [2.246039297176972, 48.92978903953483], [2.245370010227028, 48.930327744442266], [2.244905578485431, 48.93071382600732], [2.244728070309212, 48.930821532211766], [2.244403199654645, 48.93097529525956], [2.244368796010176, 48.930995637384264]]}";48.9269168924, 2.24710077088
2050;D128;3299;2604;5903;3751;2970;6721;444;8h-9h;329;17h-18h;327;8h-9h;328;17h-18h;Province;Paris;Paris;Province;ANTONY;5903 (11);TOURNANT;TRIENNALE;2011;NOVEMBRE;TUBES;588.9854185301704;"{""type"": ""LineString"", ""coordinates"": [[2.2786512955119163, 48.760016564548344], [2.277582920996394, 48.75887012144514], [2.277031756047549, 48.7578553547593], [2.276357914534207, 48.756799941189044], [2.275070936180675, 48.75529782279404]]}";48.7576605258, 2.27686231161
2120;D128;4259;4586;8845;4570;4979;9549;230;8h-9h;398;18h-19h;473;8h-9h;325;18h-19h;Paris;Province;Province;Paris;BAGNEUX;8845 (12);TOURNANT;TRIENNALE;2012;SEPTEMBRE;TUBES;1144.7159255685206;"{""type"": ""LineString"", ""coordinates"": [[2.317473409678244, 48.809822649107], [2.317337368487113, 48.8097237609696], [2.316521227028533, 48.80887877419421], [2.316113165265172, 48.80845627769499], [2.315691501226989, 48.80804276584503], [2.313610496488805, 48.80595721041184], [2.313053060154642, 48.804986416764024], [2.312917093745694, 48.80477068130187], [2.312726743534517, 48.80446505689493], [2.312427638571775, 48.803961678377554], [2.311802158979391, 48.80310770465147], [2.311679772645276, 48.802963873918394], [2.311271824341873, 48.802487431995814], [2.3107550369300682, 48.80201096535615], [2.310292663613498, 48.80157045930656], [2.310102270268708, 48.801399648490616], [2.30958546159009, 48.80100406664607]]}";48.8054213176, 2.31350883713
